site_name,location_latitude,location_longitude,heading,ec_timestamp
ship_9,33.892273,-13.741946,16.9,2024-05-02 02:13:00.000 +0530
ship_9,33.888569,-13.743454,17.5,2024-05-02 02:12:00.000 +0530
ship_9,33.884754,-13.745131,17.5,2024-05-02 02:11:00.000 +0530
ship_9,33.880962,-13.746604,16.8,2024-05-02 02:10:00.000 +0530
ship_9,33.877117,-13.748083,17,2024-05-02 02:09:00.000 +0530
ship_9,33.872692,-13.749858,17.3,2024-05-02 02:08:00.000 +0530
ship_9,33.868896,-13.751376,17.2,2024-05-02 02:07:00.000 +0530
ship_9,33.866367,-13.752406,16.6,2024-05-02 02:06:00.000 +0530
ship_9,33.862553,-13.753893,16.5,2024-05-02 02:05:00.000 +0530
ship_9,33.857479,-13.755938,17.2,2024-05-02 02:04:00.000 +0530
ship_9,33.853638,-13.757485,17.3,2024-05-02 02:03:00.000 +0530
ship_9,33.849869,-13.758963,17,2024-05-02 02:02:00.000 +0530
ship_9,33.847332,-13.759961,17.1,2024-05-02 02:01:00.000 +0530
ship_9,33.843487,-13.761561,17.2,2024-05-02 02:00:00.000 +0530
ship_9,33.838402,-13.763593,17,2024-05-02 01:59:00.000 +0530
ship_9,33.834587,-13.765091,17,2024-05-02 01:58:00.000 +0530
ship_9,33.830826,-13.76661,17.4,2024-05-02 01:57:00.000 +0530
ship_9,33.826942,-13.768126,16.8,2024-05-02 01:56:00.000 +0530
ship_9,33.824375,-13.769092,16.7,2024-05-02 01:55:00.000 +0530
ship_9,33.82056,-13.770567,16.7,2024-05-02 01:54:00.000 +0530
ship_9,33.81538,-13.772632,17.1,2024-05-02 01:53:00.000 +0530
ship_9,33.811558,-13.774191,17.8,2024-05-02 01:52:00.000 +0530
ship_9,33.807693,-13.775637,17.1,2024-05-02 01:51:00.000 +0530
ship_9,33.805092,-13.776557,16.8,2024-05-02 01:50:00.000 +0530
ship_9,33.801289,-13.777979,17.1,2024-05-02 01:49:00.000 +0530
ship_9,33.796036,-13.779979,17,2024-05-02 01:48:00.000 +0530
ship_9,33.792774,-13.781202,16.6,2024-05-02 01:47:00.000 +0530
ship_9,33.788898,-13.782712,17,2024-05-02 01:46:00.000 +0530
ship_9,33.78513,-13.784173,16.9,2024-05-02 01:45:00.000 +0530
ship_9,33.781853,-13.785468,17,2024-05-02 01:44:00.000 +0530
ship_9,33.776714,-13.787571,17.8,2024-05-02 01:43:00.000 +0530
ship_9,33.772873,-13.789088,17.3,2024-05-02 01:42:00.000 +0530
ship_9,33.768993,-13.790578,16.9,2024-05-02 01:41:00.000 +0530
ship_9,33.766396,-13.791564,16.8,2024-05-02 01:40:00.000 +0530
ship_9,33.76255,-13.793059,16.7,2024-05-02 01:39:00.000 +0530
ship_9,33.758671,-13.794596,17,2024-05-02 01:38:00.000 +0530
ship_9,33.753574,-13.796706,17.4,2024-05-02 01:37:00.000 +0530
ship_9,33.74968,-13.798274,17.4,2024-05-02 01:36:00.000 +0530
ship_9,33.745823,-13.799781,16.9,2024-05-02 01:35:00.000 +0530
ship_9,33.743252,-13.800818,16.3,2024-05-02 01:34:00.000 +0530
ship_9,33.739376,-13.802301,16.6,2024-05-02 01:33:00.000 +0530
ship_9,33.734226,-13.804381,17.1,2024-05-02 01:32:00.000 +0530
ship_9,33.730381,-13.805921,16.8,2024-05-02 01:31:00.000 +0530
ship_9,33.726601,-13.807386,17.3,2024-05-02 01:30:00.000 +0530
ship_9,33.722748,-13.808976,16.8,2024-05-02 01:29:00.000 +0530
ship_9,33.718922,-13.809986,17.1,2024-05-02 01:28:00.000 +0530
ship_9,33.716373,-13.811603,17.4,2024-05-02 01:27:00.000 +0530
ship_9,33.711231,-13.813698,17.1,2024-05-02 01:26:00.000 +0530
ship_9,33.707272,-13.815226,16.8,2024-05-02 01:25:00.000 +0530
ship_9,33.703495,-13.816731,17.1,2024-05-02 01:24:00.000 +0530
ship_9,33.700943,-13.817754,17,2024-05-02 01:23:00.000 +0530
ship_9,33.697052,-13.819244,16.6,2024-05-02 01:22:00.000 +0530
ship_9,33.693138,-13.82075,16.7,2024-05-02 01:21:00.000 +0530
ship_9,33.688053,-13.822722,17.1,2024-05-02 01:20:00.000 +0530
ship_9,33.684185,-13.824246,16.8,2024-05-02 01:19:00.000 +0530
ship_9,33.680435,-13.825742,17.4,2024-05-02 01:18:00.000 +0530
ship_9,33.677814,-13.826791,17.3,2024-05-02 01:17:00.000 +0530
ship_9,33.67395,-13.828297,16.9,2024-05-02 01:16:00.000 +0530
ship_9,33.670113,-13.829691,16.7,2024-05-02 01:15:00.000 +0530
ship_9,33.66621,-13.831197,16.6,2024-05-02 01:14:00.000 +0530
ship_9,33.661095,-13.833201,17.3,2024-05-02 01:13:00.000 +0530
ship_9,33.657265,-13.834706,17.3,2024-05-02 01:12:00.000 +0530
ship_9,33.653442,-13.836178,17.1,2024-05-02 01:11:00.000 +0530
ship_9,33.650833,-13.837198,16.8,2024-05-02 01:10:00.000 +0530
ship_9,33.646938,-13.838683,17,2024-05-02 01:09:00.000 +0530
ship_9,33.641853,-13.840669,16.8,2024-05-02 01:08:00.000 +0530
ship_9,33.637966,-13.842128,17.3,2024-05-02 01:07:00.000 +0530
ship_9,33.634155,-13.843539,16.9,2024-05-02 01:06:00.000 +0530
ship_9,33.631561,-13.844566,16.8,2024-05-02 01:05:00.000 +0530
ship_9,33.627785,-13.846014,16.9,2024-05-02 01:04:00.000 +0530
ship_9,33.622658,-13.847936,16.9,2024-05-02 01:03:00.000 +0530
ship_9,33.618877,-13.849401,17,2024-05-02 01:02:00.000 +0530
ship_9,33.615112,-13.850863,17.2,2024-05-02 01:01:00.000 +0530
ship_9,33.612518,-13.8519,17,2024-05-02 01:00:00.000 +0530
ship_9,33.608696,-13.853328,16.7,2024-05-02 00:59:00.000 +0530
ship_9,33.603649,-13.855361,16.8,2024-05-02 00:58:00.000 +0530
ship_9,33.599831,-13.856913,17.3,2024-05-02 00:57:00.000 +0530
ship_9,33.595928,-13.858455,17.2,2024-05-02 00:56:00.000 +0530
ship_9,33.593391,-13.859418,16.9,2024-05-02 00:55:00.000 +0530
ship_9,33.589642,-13.860886,17.1,2024-05-02 00:54:00.000 +0530
ship_9,33.584579,-13.862943,17.6,2024-05-02 00:53:00.000 +0530
ship_9,33.580719,-13.8645,17.1,2024-05-02 00:52:00.000 +0530
ship_9,33.576824,-13.866086,17.2,2024-05-02 00:51:00.000 +0530
ship_9,33.572971,-13.867591,17.1,2024-05-02 00:50:00.000 +0530
ship_9,33.56971,-13.868906,16.8,2024-05-02 00:49:00.000 +0530
ship_9,33.56583,-13.870466,16.4,2024-05-02 00:48:00.000 +0530
ship_9,33.561993,-13.871979,17.1,2024-05-02 00:47:00.000 +0530
ship_9,33.558144,-13.873572,18.3,2024-05-02 00:46:00.000 +0530
ship_9,33.554291,-13.875157,17.9,2024-05-02 00:45:00.000 +0530
ship_9,33.550449,-13.876759,17.3,2024-05-02 00:44:00.000 +0530
ship_9,33.546585,-13.878282,17.2,2024-05-02 00:43:00.000 +0530
ship_9,33.542744,-13.879937,18.3,2024-05-02 00:42:00.000 +0530
ship_9,33.538219,-13.881832,18.2,2024-05-02 00:41:00.000 +0530
ship_9,33.535606,-13.882827,15.9,2024-05-02 00:40:00.000 +0530
ship_9,33.5317,-13.884208,15,2024-05-02 00:39:00.000 +0530
ship_9,33.527817,-13.885554,14.7,2024-05-02 00:38:00.000 +0530
ship_9,33.522583,-13.887388,14.8,2024-05-02 00:37:00.000 +0530
ship_9,33.518673,-13.888759,14.8,2024-05-02 00:36:00.000 +0530
ship_9,33.514751,-13.890136,15.3,2024-05-02 00:35:00.000 +0530
ship_9,33.51215,-13.891076,15.4,2024-05-02 00:34:00.000 +0530
ship_9,33.508209,-13.892449,14.7,2024-05-02 00:33:00.000 +0530
ship_9,33.504265,-13.893808,14.9,2024-05-02 00:32:00.000 +0530
ship_9,33.499157,-13.895584,15.1,2024-05-02 00:31:00.000 +0530
ship_9,33.4953,-13.896928,14.8,2024-05-02 00:30:00.000 +0530
ship_9,33.491447,-13.898296,14.5,2024-05-02 00:29:00.000 +0530
ship_9,33.487602,-13.899711,15.1,2024-05-02 00:28:00.000 +0530
ship_9,33.485126,-13.900583,15,2024-05-02 00:27:00.000 +0530
ship_9,33.481274,-13.901918,15.1,2024-05-02 00:26:00.000 +0530
ship_9,33.477451,-13.903315,15,2024-05-02 00:25:00.000 +0530
ship_9,33.472294,-13.905181,14.5,2024-05-02 00:24:00.000 +0530
ship_9,33.468468,-13.906603,15.5,2024-05-02 00:23:00.000 +0530
ship_9,33.464588,-13.90798,15.3,2024-05-02 00:22:00.000 +0530
ship_9,33.462006,-13.908868,14.6,2024-05-02 00:21:00.000 +0530
ship_9,33.458111,-13.910306,15.7,2024-05-02 00:20:00.000 +0530
ship_9,33.452991,-13.912203,15.4,2024-05-02 00:19:00.000 +0530
ship_9,33.449131,-13.913593,15.4,2024-05-02 00:18:00.000 +0530
ship_9,33.445301,-13.91501,14.9,2024-05-02 00:17:00.000 +0530
ship_9,33.442749,-13.91594,15.3,2024-05-02 00:16:00.000 +0530
ship_9,33.438877,-13.917354,15.5,2024-05-02 00:15:00.000 +0530
ship_9,33.433716,-13.919269,15.5,2024-05-02 00:14:00.000 +0530
ship_9,33.429893,-13.920692,15.7,2024-05-02 00:13:00.000 +0530
ship_9,33.426052,-13.922132,14.9,2024-05-02 00:12:00.000 +0530
ship_9,33.42347,-13.923156,15.3,2024-05-02 00:11:00.000 +0530
ship_9,33.419621,-13.924531,15.3,2024-05-02 00:10:00.000 +0530
ship_9,33.41449,-13.926504,15.6,2024-05-02 00:09:00.000 +0530
ship_9,33.41061,-13.927911,15.6,2024-05-02 00:08:00.000 +0530
ship_9,33.406784,-13.929344,15.4,2024-05-02 00:07:00.000 +0530
ship_9,33.402882,-13.930862,15.3,2024-05-02 00:06:00.000 +0530
ship_9,33.399097,-13.932174,15.5,2024-05-02 00:05:00.000 +0530
ship_9,33.396519,-13.933146,15.4,2024-05-02 00:04:00.000 +0530
ship_9,33.391369,-13.935109,14.8,2024-05-02 00:03:00.000 +0530
ship_9,33.387421,-13.936484,14.6,2024-05-02 00:02:00.000 +0530
ship_9,33.384193,-13.937666,16,2024-05-02 00:01:00.000 +0530
ship_9,33.380306,-13.939211,16.8,2024-05-02 00:00:00.000 +0530
ship_9,33.37645,-13.940729,16.5,2024-05-01 23:59:00.000 +0530
ship_9,33.372547,-13.942254,16.1,2024-05-01 23:58:00.000 +0530
ship_9,33.368,-13.944053,16.4,2024-05-01 23:57:00.000 +0530
ship_9,33.364063,-13.945638,16.3,2024-05-01 23:56:00.000 +0530
ship_9,33.361469,-13.946659,15.9,2024-05-01 23:55:00.000 +0530
ship_9,33.357563,-13.948094,14.5,2024-05-01 23:54:00.000 +0530
ship_9,33.353645,-13.949531,14.6,2024-05-01 23:53:00.000 +0530
ship_9,33.348366,-13.951526,15.6,2024-05-01 23:52:00.000 +0530
ship_9,33.344505,-13.952966,16.1,2024-05-01 23:51:00.000 +0530
ship_9,33.340603,-13.954396,15.9,2024-05-01 23:50:00.000 +0530
ship_9,33.336781,-13.955885,15.4,2024-05-01 23:49:00.000 +0530
ship_9,33.33284,-13.957551,16.1,2024-05-01 23:48:00.000 +0530
ship_9,33.328991,-13.959071,16.2,2024-05-01 23:47:00.000 +0530
ship_9,33.326359,-13.960068,15.8,2024-05-01 23:46:00.000 +0530
ship_9,33.322456,-13.961621,15.5,2024-05-01 23:45:00.000 +0530
ship_9,33.317242,-13.963726,15.6,2024-05-01 23:44:00.000 +0530
ship_9,33.313358,-13.965366,15.9,2024-05-01 23:43:00.000 +0530
ship_9,33.309444,-13.966926,16,2024-05-01 23:42:00.000 +0530
ship_9,33.306908,-13.967964,16.2,2024-05-01 23:41:00.000 +0530
ship_9,33.302372,-13.969772,16.2,2024-05-01 23:40:00.000 +0530
ship_9,33.298477,-13.971376,16,2024-05-01 23:39:00.000 +0530
ship_9,33.294556,-13.972934,16.1,2024-05-01 23:38:00.000 +0530
ship_9,33.290672,-13.974424,16.1,2024-05-01 23:37:00.000 +0530
ship_9,33.286797,-13.975986,16.1,2024-05-01 23:36:00.000 +0530
ship_9,33.282875,-13.977567,15.5,2024-05-01 23:35:00.000 +0530
ship_9,33.279594,-13.978809,15.6,2024-05-01 23:34:00.000 +0530
ship_9,33.274441,-13.980897,15.8,2024-05-01 23:33:00.000 +0530
ship_9,33.270508,-13.982427,16.3,2024-05-01 23:32:00.000 +0530
ship_9,33.266571,-13.984009,16.3,2024-05-01 23:31:00.000 +0530
ship_9,33.262699,-13.985491,16.1,2024-05-01 23:30:00.000 +0530
ship_9,33.258827,-13.987018,16.2,2024-05-01 23:29:00.000 +0530
ship_9,33.25489,-13.988549,16,2024-05-01 23:28:00.000 +0530
ship_9,33.251671,-13.989751,16,2024-05-01 23:27:00.000 +0530
ship_9,33.247772,-13.991296,16,2024-05-01 23:26:00.000 +0530
ship_9,33.243954,-13.992781,15.9,2024-05-01 23:25:00.000 +0530
ship_9,33.240116,-13.994421,16.1,2024-05-01 23:24:00.000 +0530
ship_9,33.236267,-13.995979,16.4,2024-05-01 23:23:00.000 +0530
ship_9,33.232246,-13.997586,16.3,2024-05-01 23:22:00.000 +0530
ship_9,33.22834,-13.999161,16.1,2024-05-01 23:21:00.000 +0530
ship_9,33.224407,-14.00068,15.9,2024-05-01 23:20:00.000 +0530
ship_9,33.220581,-14.00215,16.1,2024-05-01 23:19:00.000 +0530
ship_9,33.216618,-14.003651,15.6,2024-05-01 23:18:00.000 +0530
ship_9,33.21273,-14.005145,15.7,2024-05-01 23:17:00.000 +0530
ship_9,33.208809,-14.006701,15.9,2024-05-01 23:16:00.000 +0530
ship_9,33.204945,-14.008233,15.7,2024-05-01 23:15:00.000 +0530
ship_9,33.201103,-14.009716,16.2,2024-05-01 23:14:00.000 +0530
ship_9,33.197136,-14.011215,16.1,2024-05-01 23:13:00.000 +0530
ship_9,33.193241,-14.012755,16,2024-05-01 23:12:00.000 +0530
ship_9,33.189278,-14.014234,15.8,2024-05-01 23:11:00.000 +0530
ship_9,33.185326,-14.015678,15.6,2024-05-01 23:10:00.000 +0530
ship_9,33.181351,-14.017201,16,2024-05-01 23:09:00.000 +0530
ship_9,33.17741,-14.018696,16.1,2024-05-01 23:08:00.000 +0530
ship_9,33.17345,-14.020159,16.2,2024-05-01 23:07:00.000 +0530
ship_9,33.169525,-14.021702,16.1,2024-05-01 23:06:00.000 +0530
ship_9,33.165588,-14.023257,16,2024-05-01 23:05:00.000 +0530
ship_9,33.161598,-14.024806,16,2024-05-01 23:04:00.000 +0530
ship_9,33.157673,-14.026327,16.3,2024-05-01 23:03:00.000 +0530
ship_9,33.153721,-14.027792,15.9,2024-05-01 23:02:00.000 +0530
ship_9,33.149834,-14.029219,15.7,2024-05-01 23:01:00.000 +0530
ship_9,33.145905,-14.030657,15.8,2024-05-01 23:00:00.000 +0530
ship_9,33.141945,-14.032172,16.1,2024-05-01 22:59:00.000 +0530
ship_9,33.138046,-14.033684,16.2,2024-05-01 22:58:00.000 +0530
ship_9,33.134125,-14.035174,16.1,2024-05-01 22:57:00.000 +0530
ship_9,33.130165,-14.036709,16.2,2024-05-01 22:56:00.000 +0530
ship_9,33.12619,-14.038239,16,2024-05-01 22:55:00.000 +0530
ship_9,33.121597,-14.039941,16,2024-05-01 22:54:00.000 +0530
ship_9,33.117607,-14.041464,15.6,2024-05-01 22:53:00.000 +0530
ship_9,33.113655,-14.043018,15.8,2024-05-01 22:52:00.000 +0530
ship_9,33.109734,-14.044518,16.1,2024-05-01 22:51:00.000 +0530
ship_9,33.107056,-14.045568,16.3,2024-05-01 22:50:00.000 +0530
ship_9,33.102448,-14.047384,16.2,2024-05-01 22:49:00.000 +0530
ship_9,33.098438,-14.048891,15.7,2024-05-01 22:48:00.000 +0530
ship_9,33.094452,-14.050445,15.8,2024-05-01 22:47:00.000 +0530
ship_9,33.090523,-14.051945,16,2024-05-01 22:46:00.000 +0530
ship_9,33.086609,-14.05343,15.9,2024-05-01 22:45:00.000 +0530
ship_9,33.082603,-14.054961,16,2024-05-01 22:44:00.000 +0530
ship_9,33.078629,-14.056486,16.2,2024-05-01 22:43:00.000 +0530
ship_9,33.07468,-14.058,16,2024-05-01 22:42:00.000 +0530
ship_9,33.070755,-14.059495,16.1,2024-05-01 22:41:00.000 +0530
ship_9,33.066757,-14.061018,16.1,2024-05-01 22:40:00.000 +0530
ship_9,33.062862,-14.062493,15.8,2024-05-01 22:39:00.000 +0530
ship_9,33.058907,-14.063978,15.7,2024-05-01 22:38:00.000 +0530
ship_9,33.054955,-14.065503,16,2024-05-01 22:37:00.000 +0530
ship_9,33.051682,-14.066807,16,2024-05-01 22:36:00.000 +0530
ship_9,33.047066,-14.068507,15.6,2024-05-01 22:35:00.000 +0530
ship_9,33.043121,-14.069949,16.1,2024-05-01 22:34:00.000 +0530
ship_9,33.03915,-14.071544,16.4,2024-05-01 22:33:00.000 +0530
ship_9,33.035229,-14.073026,16.3,2024-05-01 22:32:00.000 +0530
ship_9,33.031246,-14.074514,15.9,2024-05-01 22:31:00.000 +0530
ship_9,33.027325,-14.076044,16,2024-05-01 22:30:00.000 +0530
ship_9,33.023403,-14.077554,16,2024-05-01 22:29:00.000 +0530
ship_9,33.019428,-14.078994,16,2024-05-01 22:28:00.000 +0530
ship_9,33.015511,-14.080487,15.9,2024-05-01 22:27:00.000 +0530
ship_9,33.011547,-14.081999,16.2,2024-05-01 22:26:00.000 +0530
ship_9,33.007545,-14.083524,16,2024-05-01 22:25:00.000 +0530
ship_9,33.003574,-14.085109,15.8,2024-05-01 22:24:00.000 +0530
ship_9,32.999638,-14.086661,16.2,2024-05-01 22:23:00.000 +0530
ship_9,32.995705,-14.088174,15.9,2024-05-01 22:22:00.000 +0530
ship_9,32.991726,-14.089621,15.7,2024-05-01 22:21:00.000 +0530
ship_9,32.987705,-14.091114,15.9,2024-05-01 22:20:00.000 +0530
ship_9,32.983711,-14.092641,15.7,2024-05-01 22:19:00.000 +0530
ship_9,32.979698,-14.094166,16,2024-05-01 22:18:00.000 +0530
ship_9,32.975731,-14.095713,16.7,2024-05-01 22:17:00.000 +0530
ship_9,32.971722,-14.097274,16.6,2024-05-01 22:16:00.000 +0530
ship_9,32.967716,-14.098754,15.9,2024-05-01 22:15:00.000 +0530
ship_9,32.963715,-14.100283,15.9,2024-05-01 22:14:00.000 +0530
ship_9,32.959698,-14.101893,15.8,2024-05-01 22:13:00.000 +0530
ship_9,32.955696,-14.103421,15.9,2024-05-01 22:12:00.000 +0530
ship_9,32.951729,-14.104968,15.7,2024-05-01 22:11:00.000 +0530
ship_9,32.94772,-14.106505,16,2024-05-01 22:10:00.000 +0530
ship_9,32.943676,-14.108075,16,2024-05-01 22:09:00.000 +0530
ship_9,32.939667,-14.109741,16.1,2024-05-01 22:08:00.000 +0530
ship_9,32.935677,-14.111348,16.4,2024-05-01 22:07:00.000 +0530
ship_9,32.931736,-14.11286,16.3,2024-05-01 22:06:00.000 +0530
ship_9,32.927788,-14.114351,15.9,2024-05-01 22:05:00.000 +0530
ship_9,32.923805,-14.115848,15.6,2024-05-01 22:04:00.000 +0530
ship_9,32.919815,-14.117357,15.8,2024-05-01 22:03:00.000 +0530
ship_9,32.915833,-14.118899,16,2024-05-01 22:02:00.000 +0530
ship_9,32.911884,-14.120427,16,2024-05-01 22:01:00.000 +0530
ship_9,32.907837,-14.121959,16.1,2024-05-01 22:00:00.000 +0530
ship_9,32.903893,-14.123496,16.2,2024-05-01 21:59:00.000 +0530
ship_9,32.899925,-14.125052,16.3,2024-05-01 21:58:00.000 +0530
ship_9,32.895985,-14.126601,16.1,2024-05-01 21:57:00.000 +0530
ship_9,32.892086,-14.128139,16,2024-05-01 21:56:00.000 +0530
ship_9,32.888004,-14.129596,15.9,2024-05-01 21:55:00.000 +0530
ship_9,32.884026,-14.131104,15.7,2024-05-01 21:54:00.000 +0530
ship_9,32.879372,-14.132847,15.9,2024-05-01 21:53:00.000 +0530
ship_9,32.876732,-14.133878,16,2024-05-01 21:52:00.000 +0530
ship_9,32.872807,-14.135426,16.4,2024-05-01 21:51:00.000 +0530
ship_9,32.86882,-14.136943,16,2024-05-01 21:50:00.000 +0530
ship_9,32.863533,-14.138919,15.8,2024-05-01 21:49:00.000 +0530
ship_9,32.859566,-14.140419,15.9,2024-05-01 21:48:00.000 +0530
ship_9,32.85693,-14.141428,16.2,2024-05-01 21:47:00.000 +0530
ship_9,32.852989,-14.143001,15.9,2024-05-01 21:46:00.000 +0530
ship_9,32.849041,-14.144479,15.7,2024-05-01 21:45:00.000 +0530
ship_9,32.843674,-14.146513,16,2024-05-01 21:44:00.000 +0530
ship_9,32.839672,-14.147968,16.2,2024-05-01 21:43:00.000 +0530
ship_9,32.835697,-14.149556,16.3,2024-05-01 21:42:00.000 +0530
ship_9,32.831726,-14.151068,16,2024-05-01 21:41:00.000 +0530
ship_9,32.829086,-14.152071,16,2024-05-01 21:40:00.000 +0530
ship_9,32.825188,-14.153591,15.8,2024-05-01 21:39:00.000 +0530
ship_9,32.819962,-14.155615,15.9,2024-05-01 21:38:00.000 +0530
ship_9,32.816006,-14.157108,15.9,2024-05-01 21:37:00.000 +0530
ship_9,32.812,-14.158618,16,2024-05-01 21:36:00.000 +0530
ship_9,32.809303,-14.159666,16.2,2024-05-01 21:35:00.000 +0530
ship_9,32.805309,-14.161125,16.2,2024-05-01 21:34:00.000 +0530
ship_9,32.800041,-14.16313,16.1,2024-05-01 21:33:00.000 +0530
ship_9,32.79607,-14.16462,15.8,2024-05-01 21:32:00.000 +0530
ship_9,32.792068,-14.166161,16.2,2024-05-01 21:31:00.000 +0530
ship_9,32.788067,-14.167671,15.7,2024-05-01 21:30:00.000 +0530
ship_9,32.785397,-14.168672,15.8,2024-05-01 21:29:00.000 +0530
ship_9,32.781361,-14.170142,16,2024-05-01 21:28:00.000 +0530
ship_9,32.777401,-14.171677,16.3,2024-05-01 21:27:00.000 +0530
ship_9,32.772156,-14.173669,16.4,2024-05-01 21:26:00.000 +0530
ship_9,32.768162,-14.175182,15.8,2024-05-01 21:25:00.000 +0530
ship_9,32.764217,-14.176664,15.9,2024-05-01 21:24:00.000 +0530
ship_9,32.761524,-14.177664,15.8,2024-05-01 21:23:00.000 +0530
ship_9,32.757408,-14.179164,15.8,2024-05-01 21:22:00.000 +0530
ship_9,32.7528,-14.180832,15.8,2024-05-01 21:21:00.000 +0530
ship_9,32.748802,-14.182404,16.1,2024-05-01 21:20:00.000 +0530
ship_9,32.74482,-14.183911,16.2,2024-05-01 21:19:00.000 +0530
ship_9,32.74081,-14.185414,15.8,2024-05-01 21:18:00.000 +0530
ship_9,32.73682,-14.186946,15.9,2024-05-01 21:17:00.000 +0530
ship_9,32.732906,-14.188471,16.3,2024-05-01 21:16:00.000 +0530
ship_9,32.728954,-14.190063,16.7,2024-05-01 21:15:00.000 +0530
ship_9,32.724964,-14.191581,16.1,2024-05-01 21:14:00.000 +0530
ship_9,32.721001,-14.193041,15.4,2024-05-01 21:13:00.000 +0530
ship_9,32.716972,-14.194618,15.6,2024-05-01 21:12:00.000 +0530
ship_9,32.712978,-14.196189,15.9,2024-05-01 21:11:00.000 +0530
ship_9,32.709061,-14.197688,16.1,2024-05-01 21:10:00.000 +0530
ship_9,32.70507,-14.199277,16.4,2024-05-01 21:09:00.000 +0530
ship_9,32.701103,-14.200821,16.3,2024-05-01 21:08:00.000 +0530
ship_9,32.697102,-14.20237,15.9,2024-05-01 21:07:00.000 +0530
ship_9,32.693108,-14.203908,16,2024-05-01 21:06:00.000 +0530
ship_9,32.68906,-14.205518,15.9,2024-05-01 21:05:00.000 +0530
ship_9,32.685104,-14.207041,15.7,2024-05-01 21:04:00.000 +0530
ship_9,32.681152,-14.208611,15.7,2024-05-01 21:03:00.000 +0530
ship_9,32.677299,-14.210123,15.9,2024-05-01 21:02:00.000 +0530
ship_9,32.673306,-14.211653,16.3,2024-05-01 21:01:00.000 +0530
ship_9,32.669327,-14.213188,16.3,2024-05-01 21:00:00.000 +0530
ship_9,32.665401,-14.214673,16.1,2024-05-01 20:59:00.000 +0530
ship_9,32.661362,-14.2162,15.8,2024-05-01 20:58:00.000 +0530
ship_9,32.657471,-14.217637,15.9,2024-05-01 20:57:00.000 +0530
ship_9,32.653484,-14.219182,15.9,2024-05-01 20:56:00.000 +0530
ship_9,32.649487,-14.220661,15.9,2024-05-01 20:55:00.000 +0530
ship_9,32.6455,-14.222191,16.3,2024-05-01 20:54:00.000 +0530
ship_9,32.641483,-14.223706,16.1,2024-05-01 20:53:00.000 +0530
ship_9,32.637516,-14.225134,15.8,2024-05-01 20:52:00.000 +0530
ship_9,32.63356,-14.226624,16.1,2024-05-01 20:51:00.000 +0530
ship_9,32.629547,-14.228131,16.3,2024-05-01 20:50:00.000 +0530
ship_9,32.625584,-14.229537,15.7,2024-05-01 20:49:00.000 +0530
ship_9,32.621536,-14.230956,14.9,2024-05-01 20:48:00.000 +0530
ship_9,32.617554,-14.232329,14.9,2024-05-01 20:47:00.000 +0530
ship_9,32.61348,-14.233741,15,2024-05-01 20:46:00.000 +0530
ship_9,32.60947,-14.235121,15.1,2024-05-01 20:45:00.000 +0530
ship_9,32.605423,-14.236586,15.1,2024-05-01 20:44:00.000 +0530
ship_9,32.601364,-14.238026,15,2024-05-01 20:43:00.000 +0530
ship_9,32.596699,-14.239188,15.1,2024-05-01 20:42:00.000 +0530
ship_9,32.594059,-14.240573,15.3,2024-05-01 20:41:00.000 +0530
ship_9,32.588745,-14.242464,15.1,2024-05-01 20:40:00.000 +0530
ship_9,32.584724,-14.243831,14.6,2024-05-01 20:39:00.000 +0530
ship_9,32.580666,-14.245254,14.9,2024-05-01 20:38:00.000 +0530
ship_9,32.576668,-14.246666,15.2,2024-05-01 20:37:00.000 +0530
ship_9,32.57399,-14.247624,14.9,2024-05-01 20:36:00.000 +0530
ship_9,32.569962,-14.248976,14.9,2024-05-01 20:35:00.000 +0530
ship_9,32.564552,-14.250856,15,2024-05-01 20:34:00.000 +0530
ship_9,32.560551,-14.25225,15,2024-05-01 20:33:00.000 +0530
ship_9,32.556541,-14.253661,15,2024-05-01 20:32:00.000 +0530
ship_9,32.553856,-14.254535,14.6,2024-05-01 20:31:00.000 +0530
ship_9,32.549835,-14.255945,14.8,2024-05-01 20:30:00.000 +0530
ship_9,32.544464,-14.257878,15.4,2024-05-01 20:29:00.000 +0530
ship_9,32.540493,-14.259305,15.3,2024-05-01 20:28:00.000 +0530
ship_9,32.53653,-14.260728,14.9,2024-05-01 20:27:00.000 +0530
ship_9,32.532467,-14.262113,15.1,2024-05-01 20:26:00.000 +0530
ship_9,32.529804,-14.263046,15.2,2024-05-01 20:25:00.000 +0530
ship_9,32.524532,-14.264936,15.3,2024-05-01 20:24:00.000 +0530
ship_9,32.520542,-14.266363,15,2024-05-01 20:23:00.000 +0530
ship_9,32.516487,-14.267691,14.6,2024-05-01 20:22:00.000 +0530
ship_9,32.513744,-14.268682,14.9,2024-05-01 20:21:00.000 +0530
ship_9,32.509789,-14.270176,15.8,2024-05-01 20:20:00.000 +0530
ship_9,32.504456,-14.272187,16,2024-05-01 20:19:00.000 +0530
ship_9,32.501144,-14.273484,16.6,2024-05-01 20:18:00.000 +0530
ship_9,32.497147,-14.275039,16.5,2024-05-01 20:17:00.000 +0530
ship_9,32.493145,-14.276509,15.5,2024-05-01 20:16:00.000 +0530
ship_9,32.48912,-14.278012,15.5,2024-05-01 20:15:00.000 +0530
ship_9,32.485165,-14.279551,17.1,2024-05-01 20:14:00.000 +0530
ship_9,32.481255,-14.281195,17.8,2024-05-01 20:13:00.000 +0530
