site_name,location_latitude,location_longitude,heading,ec_timestamp
ship_9,42.340092,-10.026296,31.8,2024-05-03 14:13:00.000 +0530
ship_9,42.336441,-10.029389,32.3,2024-05-03 14:12:00.000 +0530
ship_9,42.332809,-10.032494,33.3,2024-05-03 14:11:00.000 +0530
ship_9,42.329273,-10.035869,33.2,2024-05-03 14:10:00.000 +0530
ship_9,42.325733,-10.039131,32.9,2024-05-03 14:09:00.000 +0530
ship_9,42.322186,-10.042264,33,2024-05-03 14:08:00.000 +0530
ship_9,42.31868,-10.045546,32.8,2024-05-03 14:07:00.000 +0530
ship_9,42.315041,-10.048641,32.4,2024-05-03 14:06:00.000 +0530
ship_9,42.312054,-10.051213,32.9,2024-05-03 14:05:00.000 +0530
ship_9,42.307369,-10.055493,33.3,2024-05-03 14:04:00.000 +0530
ship_9,42.303848,-10.058691,33.2,2024-05-03 14:03:00.000 +0530
ship_9,42.300293,-10.061938,32.9,2024-05-03 14:02:00.000 +0530
ship_9,42.297314,-10.064586,33,2024-05-03 14:01:00.000 +0530
ship_9,42.294369,-10.067267,33.3,2024-05-03 14:00:00.000 +0530
ship_9,42.289772,-10.071521,32.8,2024-05-03 13:59:00.000 +0530
ship_9,42.286179,-10.074524,32.2,2024-05-03 13:58:00.000 +0530
ship_9,42.282646,-10.077594,32.6,2024-05-03 13:57:00.000 +0530
ship_9,42.279129,-10.080752,33.6,2024-05-03 13:56:00.000 +0530
ship_9,42.276745,-10.082824,33,2024-05-03 13:55:00.000 +0530
ship_9,42.272049,-10.087024,33.5,2024-05-03 13:54:00.000 +0530
ship_9,42.26852,-10.090206,33.8,2024-05-03 13:53:00.000 +0530
ship_9,42.265034,-10.093293,32.9,2024-05-03 13:52:00.000 +0530
ship_9,42.262619,-10.095346,32.9,2024-05-03 13:51:00.000 +0530
ship_9,42.259151,-10.098514,33.3,2024-05-03 13:50:00.000 +0530
ship_9,42.255112,-10.102115,33.2,2024-05-03 13:49:00.000 +0530
ship_9,42.251614,-10.105216,32.8,2024-05-03 13:48:00.000 +0530
ship_9,42.248089,-10.10827,32.8,2024-05-03 13:47:00.000 +0530
ship_9,42.244545,-10.111426,32.9,2024-05-03 13:46:00.000 +0530
ship_9,42.241608,-10.11403,33.6,2024-05-03 13:45:00.000 +0530
ship_9,42.236904,-10.118277,33,2024-05-03 13:44:00.000 +0530
ship_9,42.233334,-10.121454,32.9,2024-05-03 13:43:00.000 +0530
ship_9,42.229729,-10.124557,32.6,2024-05-03 13:42:00.000 +0530
ship_9,42.226173,-10.126671,32.3,2024-05-03 13:41:00.000 +0530
ship_9,42.223759,-10.129824,32.7,2024-05-03 13:40:00.000 +0530
ship_9,42.219013,-10.134133,33.9,2024-05-03 13:39:00.000 +0530
ship_9,42.21537,-10.137273,32.6,2024-05-03 13:38:00.000 +0530
ship_9,42.211578,-10.140069,29.3,2024-05-03 13:37:00.000 +0530
ship_9,42.208931,-10.141751,23.7,2024-05-03 13:36:00.000 +0530
ship_9,42.204929,-10.143904,19.5,2024-05-03 13:35:00.000 +0530
ship_9,42.19952,-10.146189,14.7,2024-05-03 13:34:00.000 +0530
ship_9,42.1954,-10.147402,9.9,2024-05-03 13:33:00.000 +0530
ship_9,42.191158,-10.148099,4.6,2024-05-03 13:32:00.000 +0530
ship_9,42.186951,-10.148383,359.7,2024-05-03 13:31:00.000 +0530
ship_9,42.184143,-10.148449,358,2024-05-03 13:30:00.000 +0530
ship_9,42.179974,-10.148531,358,2024-05-03 13:29:00.000 +0530
ship_9,42.175739,-10.148643,358.3,2024-05-03 13:28:00.000 +0530
ship_9,42.17086,-10.148714,358.2,2024-05-03 13:27:00.000 +0530
ship_9,42.166634,-10.148811,357.9,2024-05-03 13:26:00.000 +0530
ship_9,42.162418,-10.148856,357.7,2024-05-03 13:25:00.000 +0530
ship_9,42.158222,-10.148882,357.7,2024-05-03 13:24:00.000 +0530
ship_9,42.154713,-10.148891,357.8,2024-05-03 13:23:00.000 +0530
ship_9,42.149139,-10.149056,358.2,2024-05-03 13:22:00.000 +0530
ship_9,42.14558,-10.149108,358.4,2024-05-03 13:21:00.000 +0530
ship_9,42.141373,-10.149176,358.9,2024-05-03 13:20:00.000 +0530
ship_9,42.136425,-10.149243,358.2,2024-05-03 13:19:00.000 +0530
ship_9,42.133671,-10.149279,358.1,2024-05-03 13:18:00.000 +0530
ship_9,42.127998,-10.149326,357.7,2024-05-03 13:17:00.000 +0530
ship_9,42.12236,-10.149304,357.8,2024-05-03 13:16:00.000 +0530
ship_9,42.119541,-10.149249,357.7,2024-05-03 13:15:00.000 +0530
ship_9,42.116047,-10.149186,357.2,2024-05-03 13:14:00.000 +0530
ship_9,42.111839,-10.149251,357.8,2024-05-03 13:13:00.000 +0530
ship_9,42.107552,-10.149343,358.4,2024-05-03 13:12:00.000 +0530
ship_9,42.103291,-10.149476,359.1,2024-05-03 13:11:00.000 +0530
ship_9,42.098408,-10.149576,358.3,2024-05-03 13:10:00.000 +0530
ship_9,42.094181,-10.149601,357.8,2024-05-03 13:09:00.000 +0530
ship_9,42.089993,-10.149681,357.5,2024-05-03 13:08:00.000 +0530
ship_9,42.086498,-10.149766,359.1,2024-05-03 13:07:00.000 +0530
ship_9,42.082333,-10.150231,1.5,2024-05-03 13:06:00.000 +0530
ship_9,42.07814,-10.151103,6.5,2024-05-03 13:05:00.000 +0530
ship_9,42.074089,-10.152515,12.5,2024-05-03 13:04:00.000 +0530
ship_9,42.070179,-10.154345,18.1,2024-05-03 13:03:00.000 +0530
ship_9,42.066254,-10.156653,22.9,2024-05-03 13:02:00.000 +0530
ship_9,42.062492,-10.159281,25.6,2024-05-03 13:01:00.000 +0530
ship_9,42.058769,-10.16196,26.3,2024-05-03 13:00:00.000 +0530
ship_9,42.055019,-10.164735,26.2,2024-05-03 12:59:00.000 +0530
ship_9,42.051289,-10.167464,26.4,2024-05-03 12:58:00.000 +0530
ship_9,42.047581,-10.170059,25.5,2024-05-03 12:57:00.000 +0530
ship_9,42.043873,-10.17282,25.8,2024-05-03 12:56:00.000 +0530
ship_9,42.040112,-10.175566,26.3,2024-05-03 12:55:00.000 +0530
ship_9,42.036461,-10.178259,26.2,2024-05-03 12:54:00.000 +0530
ship_9,42.032806,-10.180857,25.9,2024-05-03 12:53:00.000 +0530
ship_9,42.029064,-10.183491,25.5,2024-05-03 12:52:00.000 +0530
ship_9,42.02536,-10.186212,25.5,2024-05-03 12:51:00.000 +0530
ship_9,42.021591,-10.188814,26.6,2024-05-03 12:50:00.000 +0530
ship_9,42.017853,-10.191516,26.1,2024-05-03 12:49:00.000 +0530
ship_9,42.014172,-10.194114,25,2024-05-03 12:48:00.000 +0530
ship_9,42.010426,-10.196776,26,2024-05-03 12:47:00.000 +0530
ship_9,42.006714,-10.199459,26.3,2024-05-03 12:46:00.000 +0530
ship_9,42.003048,-10.202093,26.4,2024-05-03 12:45:00.000 +0530
ship_9,41.999344,-10.204748,25.1,2024-05-03 12:44:00.000 +0530
ship_9,41.995464,-10.207303,25.8,2024-05-03 12:43:00.000 +0530
ship_9,41.991711,-10.209976,26.6,2024-05-03 12:42:00.000 +0530
ship_9,41.987972,-10.212723,26.7,2024-05-03 12:41:00.000 +0530
ship_9,41.984184,-10.215198,25.9,2024-05-03 12:40:00.000 +0530
ship_9,41.980263,-10.217672,25.4,2024-05-03 12:39:00.000 +0530
ship_9,41.976521,-10.220406,26.4,2024-05-03 12:38:00.000 +0530
ship_9,41.972706,-10.223109,26.2,2024-05-03 12:37:00.000 +0530
ship_9,41.968742,-10.225747,26.1,2024-05-03 12:36:00.000 +0530
ship_9,41.964973,-10.228367,26.1,2024-05-03 12:35:00.000 +0530
ship_9,41.960499,-10.231372,25.7,2024-05-03 12:34:00.000 +0530
ship_9,41.95665,-10.234076,26.3,2024-05-03 12:33:00.000 +0530
ship_9,41.952705,-10.236636,25.2,2024-05-03 12:32:00.000 +0530
ship_9,41.950073,-10.238101,20.8,2024-05-03 12:31:00.000 +0530
ship_9,41.945972,-10.239999,16.3,2024-05-03 12:30:00.000 +0530
ship_9,41.941872,-10.241646,14,2024-05-03 12:29:00.000 +0530
ship_9,41.936401,-10.243683,13.8,2024-05-03 12:28:00.000 +0530
ship_9,41.932362,-10.245148,14.1,2024-05-03 12:27:00.000 +0530
ship_9,41.928291,-10.246659,14,2024-05-03 12:26:00.000 +0530
ship_9,41.925552,-10.247678,14,2024-05-03 12:25:00.000 +0530
ship_9,41.921371,-10.249288,13.5,2024-05-03 12:24:00.000 +0530
ship_9,41.917252,-10.250716,13.3,2024-05-03 12:23:00.000 +0530
ship_9,41.91198,-10.252821,14.7,2024-05-03 12:22:00.000 +0530
ship_9,41.907951,-10.25458,15,2024-05-03 12:21:00.000 +0530
ship_9,41.903873,-10.256126,14,2024-05-03 12:20:00.000 +0530
ship_9,41.901192,-10.257123,13.5,2024-05-03 12:19:00.000 +0530
ship_9,41.895699,-10.259178,13.8,2024-05-03 12:18:00.000 +0530
ship_9,41.89156,-10.260786,14,2024-05-03 12:17:00.000 +0530
ship_9,41.887432,-10.262285,13.5,2024-05-03 12:16:00.000 +0530
ship_9,41.884621,-10.263343,14,2024-05-03 12:15:00.000 +0530
ship_9,41.880463,-10.26499,14.5,2024-05-03 12:14:00.000 +0530
ship_9,41.876251,-10.266573,14.3,2024-05-03 12:13:00.000 +0530
ship_9,41.872059,-10.268134,14.8,2024-05-03 12:12:00.000 +0530
ship_9,41.866531,-10.270282,14.3,2024-05-03 12:11:00.000 +0530
ship_9,41.862465,-10.271859,13.6,2024-05-03 12:10:00.000 +0530
ship_9,41.858299,-10.273401,13.5,2024-05-03 12:09:00.000 +0530
ship_9,41.855568,-10.274434,13.6,2024-05-03 12:08:00.000 +0530
ship_9,41.851414,-10.276049,14.2,2024-05-03 12:07:00.000 +0530
ship_9,41.845901,-10.278214,13.6,2024-05-03 12:06:00.000 +0530
ship_9,41.841881,-10.279804,13.7,2024-05-03 12:05:00.000 +0530
ship_9,41.837791,-10.281394,14.1,2024-05-03 12:04:00.000 +0530
ship_9,41.833618,-10.283049,14.9,2024-05-03 12:03:00.000 +0530
ship_9,41.829502,-10.284648,14.4,2024-05-03 12:02:00.000 +0530
ship_9,41.826862,-10.285689,13.3,2024-05-03 12:01:00.000 +0530
ship_9,41.8228,-10.287164,14.1,2024-05-03 12:00:00.000 +0530
ship_9,41.818779,-10.288693,13.6,2024-05-03 11:59:00.000 +0530
ship_9,41.813171,-10.290826,14,2024-05-03 11:58:00.000 +0530
ship_9,41.809113,-10.292441,14.3,2024-05-03 11:57:00.000 +0530
ship_9,41.806385,-10.293531,14.4,2024-05-03 11:56:00.000 +0530
ship_9,41.802391,-10.295178,14.6,2024-05-03 11:55:00.000 +0530
ship_9,41.798313,-10.296686,13.5,2024-05-03 11:54:00.000 +0530
ship_9,41.792953,-10.298729,13.4,2024-05-03 11:53:00.000 +0530
ship_9,41.789001,-10.30038,14.5,2024-05-03 11:52:00.000 +0530
ship_9,41.785702,-10.301773,14.4,2024-05-03 11:51:00.000 +0530
ship_9,41.781559,-10.303246,13.5,2024-05-03 11:50:00.000 +0530
ship_9,41.777473,-10.3048,13.5,2024-05-03 11:49:00.000 +0530
ship_9,41.773384,-10.306443,14.3,2024-05-03 11:48:00.000 +0530
ship_9,41.769367,-10.308066,14.4,2024-05-03 11:47:00.000 +0530
ship_9,41.76535,-10.309668,13.9,2024-05-03 11:46:00.000 +0530
ship_9,41.760578,-10.311471,13.8,2024-05-03 11:45:00.000 +0530
ship_9,41.756462,-10.313063,13.7,2024-05-03 11:44:00.000 +0530
ship_9,41.752441,-10.314656,13.7,2024-05-03 11:43:00.000 +0530
ship_9,41.749744,-10.315676,14.7,2024-05-03 11:42:00.000 +0530
ship_9,41.74572,-10.317326,13.9,2024-05-03 11:41:00.000 +0530
ship_9,41.740452,-10.319452,13.9,2024-05-03 11:40:00.000 +0530
ship_9,41.736504,-10.321294,15.5,2024-05-03 11:39:00.000 +0530
ship_9,41.732552,-10.323169,17,2024-05-03 11:38:00.000 +0530
ship_9,41.728661,-10.325031,17.6,2024-05-03 11:37:00.000 +0530
ship_9,41.72607,-10.326321,17,2024-05-03 11:36:00.000 +0530
ship_9,41.72213,-10.328235,17.3,2024-05-03 11:35:00.000 +0530
ship_9,41.716919,-10.330604,16.7,2024-05-03 11:34:00.000 +0530
ship_9,41.712978,-10.332437,16.6,2024-05-03 11:33:00.000 +0530
ship_9,41.70903,-10.334414,17.3,2024-05-03 11:32:00.000 +0530
ship_9,41.706413,-10.335691,17.1,2024-05-03 11:31:00.000 +0530
ship_9,41.70248,-10.337516,17.2,2024-05-03 11:30:00.000 +0530
ship_9,41.698559,-10.339409,16.7,2024-05-03 11:29:00.000 +0530
ship_9,41.693359,-10.341906,16.9,2024-05-03 11:28:00.000 +0530
ship_9,41.690052,-10.343498,16.9,2024-05-03 11:27:00.000 +0530
ship_9,41.686092,-10.345466,17.1,2024-05-03 11:26:00.000 +0530
ship_9,41.682167,-10.347289,17.2,2024-05-03 11:25:00.000 +0530
ship_9,41.678219,-10.349191,17.1,2024-05-03 11:24:00.000 +0530
ship_9,41.67429,-10.351048,16.8,2024-05-03 11:23:00.000 +0530
ship_9,41.670246,-10.352818,17.4,2024-05-03 11:22:00.000 +0530
ship_9,41.666271,-10.354716,17.1,2024-05-03 11:21:00.000 +0530
ship_9,41.662304,-10.356601,16.8,2024-05-03 11:20:00.000 +0530
ship_9,41.658272,-10.358376,16.6,2024-05-03 11:19:00.000 +0530
ship_9,41.65424,-10.360231,16.5,2024-05-03 11:18:00.000 +0530
ship_9,41.650303,-10.362244,17.6,2024-05-03 11:17:00.000 +0530
ship_9,41.646248,-10.364198,17.5,2024-05-03 11:16:00.000 +0530
ship_9,41.642159,-10.366078,17.2,2024-05-03 11:15:00.000 +0530
ship_9,41.638206,-10.367957,16.8,2024-05-03 11:14:00.000 +0530
ship_9,41.634171,-10.369822,16.6,2024-05-03 11:13:00.000 +0530
ship_9,41.630241,-10.371697,17.2,2024-05-03 11:12:00.000 +0530
ship_9,41.626213,-10.373659,17.5,2024-05-03 11:11:00.000 +0530
ship_9,41.6222,-10.375601,17,2024-05-03 11:10:00.000 +0530
ship_9,41.618263,-10.377509,17.1,2024-05-03 11:09:00.000 +0530
ship_9,41.614231,-10.379316,16.7,2024-05-03 11:08:00.000 +0530
ship_9,41.610249,-10.381219,17.4,2024-05-03 11:07:00.000 +0530
ship_9,41.606258,-10.383151,17.1,2024-05-03 11:06:00.000 +0530
ship_9,41.6022,-10.384984,16.8,2024-05-03 11:05:00.000 +0530
ship_9,41.598202,-10.386879,17.1,2024-05-03 11:04:00.000 +0530
ship_9,41.593624,-10.389159,17.4,2024-05-03 11:03:00.000 +0530
ship_9,41.58968,-10.391063,16.6,2024-05-03 11:02:00.000 +0530
ship_9,41.585552,-10.392873,16.1,2024-05-03 11:01:00.000 +0530
ship_9,41.582893,-10.394158,16.5,2024-05-03 11:00:00.000 +0530
ship_9,41.578861,-10.396221,17.8,2024-05-03 10:59:00.000 +0530
ship_9,41.573471,-10.398938,17.6,2024-05-03 10:58:00.000 +0530
ship_9,41.569386,-10.40091,16.5,2024-05-03 10:57:00.000 +0530
ship_9,41.565353,-10.40294,17.3,2024-05-03 10:56:00.000 +0530
ship_9,41.56266,-10.404321,17.9,2024-05-03 10:55:00.000 +0530
ship_9,41.558578,-10.406361,18.2,2024-05-03 10:54:00.000 +0530
ship_9,41.55312,-10.409071,18.2,2024-05-03 10:53:00.000 +0530
ship_9,41.549023,-10.410986,17.2,2024-05-03 10:52:00.000 +0530
ship_9,41.544945,-10.412961,17.9,2024-05-03 10:51:00.000 +0530
ship_9,41.540905,-10.415015,18.8,2024-05-03 10:50:00.000 +0530
ship_9,41.538185,-10.41637,18.4,2024-05-03 10:49:00.000 +0530
ship_9,41.532791,-10.418969,17.6,2024-05-03 10:48:00.000 +0530
ship_9,41.528801,-10.421026,18.1,2024-05-03 10:47:00.000 +0530
ship_9,41.524807,-10.423089,18.3,2024-05-03 10:46:00.000 +0530
ship_9,41.520782,-10.425116,18.2,2024-05-03 10:45:00.000 +0530
ship_9,41.516705,-10.427026,17.7,2024-05-03 10:44:00.000 +0530
ship_9,41.512653,-10.429109,18.1,2024-05-03 10:43:00.000 +0530
ship_9,41.509979,-10.430374,18.3,2024-05-03 10:42:00.000 +0530
ship_9,41.50462,-10.433067,17.7,2024-05-03 10:41:00.000 +0530
ship_9,41.50069,-10.435096,18,2024-05-03 10:40:00.000 +0530
ship_9,41.496712,-10.437129,18.8,2024-05-03 10:39:00.000 +0530
ship_9,41.492729,-10.439149,18.5,2024-05-03 10:38:00.000 +0530
ship_9,41.488739,-10.441166,18.3,2024-05-03 10:37:00.000 +0530
ship_9,41.486092,-10.442524,18.8,2024-05-03 10:36:00.000 +0530
ship_9,41.482212,-10.444641,19.2,2024-05-03 10:35:00.000 +0530
ship_9,41.476982,-10.447434,19.6,2024-05-03 10:34:00.000 +0530
ship_9,41.47298,-10.449559,19.4,2024-05-03 10:33:00.000 +0530
ship_9,41.469032,-10.451595,18.8,2024-05-03 10:32:00.000 +0530
ship_9,41.466419,-10.453003,19,2024-05-03 10:31:00.000 +0530
ship_9,41.462513,-10.455068,18.7,2024-05-03 10:30:00.000 +0530
ship_9,41.458611,-10.457155,18.7,2024-05-03 10:29:00.000 +0530
ship_9,41.45332,-10.459828,18.9,2024-05-03 10:28:00.000 +0530
ship_9,41.449383,-10.461903,18.7,2024-05-03 10:27:00.000 +0530
ship_9,41.445461,-10.46392,18.9,2024-05-03 10:26:00.000 +0530
ship_9,41.442841,-10.465336,19.7,2024-05-03 10:25:00.000 +0530
ship_9,41.438911,-10.467486,19.4,2024-05-03 10:24:00.000 +0530
ship_9,41.433674,-10.470297,19,2024-05-03 10:23:00.000 +0530
ship_9,41.429752,-10.472421,19.2,2024-05-03 10:22:00.000 +0530
ship_9,41.425785,-10.474491,18.5,2024-05-03 10:21:00.000 +0530
ship_9,41.423145,-10.475771,18.2,2024-05-03 10:20:00.000 +0530
ship_9,41.417961,-10.478632,18.9,2024-05-03 10:19:00.000 +0530
ship_9,41.414093,-10.480741,19.8,2024-05-03 10:18:00.000 +0530
ship_9,41.410099,-10.482817,18.7,2024-05-03 10:17:00.000 +0530
ship_9,41.40757,-10.484279,19.3,2024-05-03 10:16:00.000 +0530
ship_9,41.403702,-10.486478,19.4,2024-05-03 10:15:00.000 +0530
ship_9,41.398422,-10.489109,18.4,2024-05-03 10:14:00.000 +0530
ship_9,41.394608,-10.491138,18.4,2024-05-03 10:13:00.000 +0530
ship_9,41.390743,-10.493246,19,2024-05-03 10:12:00.000 +0530
ship_9,41.388153,-10.494659,18.9,2024-05-03 10:11:00.000 +0530
ship_9,41.384281,-10.496662,18.6,2024-05-03 10:10:00.000 +0530
ship_9,41.379173,-10.499491,19,2024-05-03 10:09:00.000 +0530
ship_9,41.375332,-10.501601,20.1,2024-05-03 10:08:00.000 +0530
ship_9,41.371433,-10.503745,19.8,2024-05-03 10:07:00.000 +0530
ship_9,41.368874,-10.505133,19.3,2024-05-03 10:06:00.000 +0530
ship_9,41.364902,-10.507165,19.1,2024-05-03 10:05:00.000 +0530
ship_9,41.359718,-10.509828,18.4,2024-05-03 10:04:00.000 +0530
ship_9,41.355782,-10.511843,18.3,2024-05-03 10:03:00.000 +0530
ship_9,41.351864,-10.513963,19,2024-05-03 10:02:00.000 +0530
ship_9,41.347862,-10.51604,18.6,2024-05-03 10:01:00.000 +0530
ship_9,41.345207,-10.517517,19.2,2024-05-03 10:00:00.000 +0530
ship_9,41.341305,-10.519622,19.5,2024-05-03 09:59:00.000 +0530
ship_9,41.335911,-10.522399,19,2024-05-03 09:58:00.000 +0530
ship_9,41.33189,-10.524457,18.9,2024-05-03 09:57:00.000 +0530
ship_9,41.327847,-10.526522,19.2,2024-05-03 09:56:00.000 +0530
ship_9,41.32518,-10.527887,18.6,2024-05-03 09:55:00.000 +0530
ship_9,41.32106,-10.529921,18.6,2024-05-03 09:54:00.000 +0530
ship_9,41.315659,-10.532716,19.2,2024-05-03 09:53:00.000 +0530
ship_9,41.311619,-10.534833,19,2024-05-03 09:52:00.000 +0530
ship_9,41.307571,-10.536833,18.6,2024-05-03 09:51:00.000 +0530
ship_9,41.304905,-10.538226,19.2,2024-05-03 09:50:00.000 +0530
ship_9,41.300812,-10.540304,19.3,2024-05-03 09:49:00.000 +0530
ship_9,41.29538,-10.543094,19.4,2024-05-03 09:48:00.000 +0530
ship_9,41.29134,-10.545066,18.9,2024-05-03 09:47:00.000 +0530
ship_9,41.288612,-10.546374,18.4,2024-05-03 09:46:00.000 +0530
ship_9,41.284592,-10.548294,19.1,2024-05-03 09:45:00.000 +0530
ship_9,41.280571,-10.55034,19.6,2024-05-03 09:44:00.000 +0530
ship_9,41.275185,-10.552996,19,2024-05-03 09:43:00.000 +0530
ship_9,41.271168,-10.555,19,2024-05-03 09:42:00.000 +0530
ship_9,41.267113,-10.55699,19,2024-05-03 09:41:00.000 +0530
ship_9,41.26442,-10.558368,18.9,2024-05-03 09:40:00.000 +0530
ship_9,41.259064,-10.560998,18.5,2024-05-03 09:39:00.000 +0530
ship_9,41.255062,-10.563005,18.6,2024-05-03 09:38:00.000 +0530
ship_9,41.250973,-10.564905,18.9,2024-05-03 09:37:00.000 +0530
ship_9,41.248314,-10.566248,19.3,2024-05-03 09:36:00.000 +0530
ship_9,41.244251,-10.568236,19.5,2024-05-03 09:35:00.000 +0530
ship_9,41.238792,-10.570909,19.2,2024-05-03 09:34:00.000 +0530
ship_9,41.234772,-10.572896,18.8,2024-05-03 09:33:00.000 +0530
ship_9,41.230759,-10.574867,19.4,2024-05-03 09:32:00.000 +0530
ship_9,41.22813,-10.576136,18.6,2024-05-03 09:31:00.000 +0530
ship_9,41.224152,-10.578037,18.3,2024-05-03 09:30:00.000 +0530
